,Year,Mileage,Engine,Power,Seats,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
4946,2007,27,1796.0,186.0,5.0,44115,27108,0,0,0,1,1,0,1,0,0,0
4947,2013,51,1199.0,73.9,5.0,4943,27961,0,1,0,0,0,1,1,0,0,0
4948,2014,40,1497.0,117.3,5.0,8975,6524,0,0,0,1,0,1,1,0,0,0
4949,2017,57,1248.0,88.5,5.0,15029,13539,0,1,0,0,0,1,1,0,0,0
4950,2019,43,1197.0,81.86,5.0,13356,13132,0,0,0,1,0,1,1,0,0,0
4951,2011,32,2179.0,138.1,7.0,4183,55923,0,1,0,0,0,1,0,0,1,0
4952,2014,50,1461.0,84.8,5.0,9096,32033,0,1,0,0,0,1,1,0,0,0
4953,2011,25,2497.0,215.0,5.0,47157,19262,0,0,0,1,1,0,1,0,0,0
4954,2011,34,1798.0,138.0,5.0,5400,41894,0,0,0,1,0,1,0,0,1,0
4955,2015,52,1582.0,126.32,5.0,9492,37604,0,1,0,0,0,1,1,0,0,0
4956,2009,45,1248.0,73.9,5.0,3331,21126,0,1,0,0,0,1,1,0,0,0
4957,2013,66,1248.0,73.75,5.0,8366,42522,0,1,0,0,0,1,1,0,0,0
4958,2014,56,998.0,67.1,5.0,3194,10563,0,0,0,1,0,1,1,0,0,0
4959,2011,24,5000.0,503.0,4.0,77065,27145,0,0,0,1,1,0,1,0,0,0
4960,2012,34,2143.0,170.0,5.0,21297,13670,0,1,0,0,1,0,1,0,0,0
4961,2013,51,1582.0,126.2,5.0,8366,49228,0,1,0,0,0,1,1,0,0,0
4962,2007,33,1598.0,102.0,5.0,1825,39146,0,0,0,1,0,1,0,0,0,1
4963,2014,47,1197.0,81.8,5.0,8062,38476,0,0,0,1,0,1,1,0,0,0
4964,2015,56,1582.0,126.2,5.0,9583,52816,0,1,0,0,0,1,1,0,0,0
4965,2017,42,2143.0,168.0,5.0,61563,16274,0,1,0,0,1,0,1,0,0,0
4966,2013,30,2982.0,168.5,7.0,24491,40389,0,1,0,0,0,1,1,0,0,0
4967,2014,30,1968.0,167.6,5.0,38030,27961,0,1,0,0,1,0,1,0,0,0
4968,2008,31,1995.0,170.0,5.0,12093,50522,0,1,0,0,1,0,0,0,1,0
4969,2016,58,796.0,47.3,5.0,4031,21747,0,0,0,1,0,1,1,0,0,0
4970,2012,49,998.0,67.1,5.0,4274,40605,0,0,0,1,0,1,1,0,0,0
4971,2012,36,1798.0,167.62,5.0,26621,49709,0,0,0,1,1,0,1,0,0,0
4972,2012,37,1197.0,85.0,5.0,5020,37903,0,0,0,1,0,1,1,0,0,0
4973,2019,52,998.0,67.04,5.0,8123,19770,0,0,0,1,0,1,1,0,0,0
4974,2016,49,1498.0,103.52,5.0,12930,25476,0,1,0,0,0,1,1,0,0,0
4975,2010,37,1198.0,90.0,5.0,4092,51328,0,0,0,1,0,1,0,0,1,0
4976,2015,37,2179.0,140.0,7.0,17494,32311,0,1,0,0,0,1,1,0,0,0
4977,2011,43,1197.0,85.8,5.0,6176,31266,0,0,0,1,0,1,1,0,0,0
4978,2016,42,2143.0,201.15,5.0,74539,31068,0,1,0,0,1,0,1,0,0,0
4979,2012,48,1598.0,103.5,5.0,6997,44738,0,1,0,0,0,1,1,0,0,0
4980,2015,56,1120.0,70.0,5.0,6024,39628,0,1,0,0,0,1,1,0,0,0
4981,2015,43,1197.0,81.86,5.0,8518,17481,0,0,0,1,0,1,1,0,0,0
4982,2017,53,1248.0,74.0,5.0,5704,27961,0,1,0,0,0,1,1,0,0,0
4983,2015,53,1396.0,88.73,5.0,8366,34608,0,1,0,0,0,1,1,0,0,0
4984,2012,48,1598.0,103.5,5.0,4563,38525,0,1,0,0,0,1,0,0,1,0
4985,2011,37,1368.0,90.0,5.0,4563,29825,0,0,0,1,0,1,1,0,0,0
4986,2010,37,1298.0,88.2,5.0,4487,56076,0,0,0,1,0,1,1,0,0,0
4987,2015,58,1396.0,69.0,5.0,3726,50020,0,1,0,0,0,1,1,0,0,0
4988,2012,34,2143.0,170.0,5.0,21281,73943,0,1,0,0,1,0,1,0,0,0
4989,2016,27,2987.0,254.79,5.0,92414,17734,0,1,0,0,1,0,1,0,0,0
4990,2012,39,1497.0,116.3,5.0,6845,25476,0,0,0,1,0,1,0,0,1,0
4991,2010,43,1197.0,80.0,5.0,3803,36039,0,0,0,1,0,1,0,0,1,0
4992,2015,30,2982.0,168.5,7.0,31185,61515,0,1,0,0,0,1,1,0,0,0
4993,2014,44,1197.0,82.0,5.0,5932,19386,0,0,0,1,0,1,1,0,0,0
4994,2009,35,1896.0,105.0,5.0,5324,52816,0,1,0,0,0,1,0,0,1,0
4995,2016,36,1499.0,110.4,5.0,12626,37856,0,0,0,1,1,0,1,0,0,0
4996,2012,49,814.0,55.2,5.0,3803,27961,0,0,0,1,0,1,1,0,0,0
4997,2011,45,1198.0,75.94,5.0,4031,27340,0,0,0,1,1,0,1,0,0,0
4998,2016,44,1199.0,88.7,5.0,11287,18972,0,0,0,1,1,0,1,0,0,0
4999,2016,38,1198.0,74.0,5.0,7043,28830,0,0,0,1,0,1,1,0,0,0
5000,2008,46,796.0,46.3,5.0,1658,26097,0,0,0,1,0,1,1,0,0,0
5001,2011,52,1582.0,126.32,5.0,5780,41631,0,1,0,0,0,1,1,0,0,0
5002,2013,23,2148.0,170.0,5.0,23959,36039,0,1,0,0,1,0,1,0,0,0
5003,2015,41,1193.0,88.7,5.0,8016,16777,0,0,0,1,0,1,1,0,0,0
5004,2012,43,1198.0,86.8,5.0,4183,24585,0,0,0,1,0,1,0,0,1,0
5005,2016,64,1498.0,98.6,5.0,11257,9308,0,1,0,0,0,1,1,0,0,0
5006,2017,56,998.0,67.1,5.0,5932,11489,0,0,0,1,1,0,1,0,0,0
5007,2000,40,993.0,60.0,5.0,1064,55923,0,0,0,1,0,1,0,0,1,0
5008,2015,53,1396.0,88.73,5.0,8975,73452,0,1,0,0,0,1,1,0,0,0
5009,2016,53,1598.0,118.0,5.0,14573,39342,0,1,0,0,0,1,1,0,0,0
5010,2014,33,2143.0,203.0,5.0,37954,26097,0,1,0,0,1,0,1,0,0,0
5011,2015,32,1399.0,98.82,7.0,6526,15936,0,0,0,1,0,1,1,0,0,0
5012,2011,33,2143.0,203.0,5.0,17494,42012,0,1,0,0,1,0,0,0,1,0
5013,2016,37,2179.0,140.0,7.0,14679,20505,0,1,0,0,0,1,1,0,0,0
5014,2015,47,1197.0,78.9,5.0,5704,12427,0,0,0,1,0,1,1,0,0,0
5015,2007,33,1341.0,82.9,5.0,1673,88856,0,0,0,1,0,1,0,0,1,0
5016,2014,28,2967.0,241.4,7.0,47781,73457,0,1,0,0,1,0,1,0,0,0
5017,2012,28,2179.0,120.0,8.0,9127,61515,0,1,0,0,0,1,0,0,0,1
5018,2016,43,1199.0,88.7,5.0,8442,14105,0,0,0,1,0,1,1,0,0,0
5019,2017,32,2179.0,138.1,7.0,16596,17398,0,1,0,0,0,1,1,0,0,0
5020,2014,35,2179.0,140.0,7.0,11028,38525,0,1,0,0,0,1,1,0,0,0
5021,2012,51,1199.0,73.9,5.0,5932,66500,0,1,0,0,0,1,1,0,0,0
5022,2012,45,1248.0,73.9,5.0,6008,44168,0,1,0,0,0,1,1,0,0,0
5023,2013,36,1968.0,174.33,5.0,33466,37282,0,1,0,0,1,0,1,0,0,0
5024,2014,54,998.0,67.04,5.0,5141,13484,0,0,0,1,0,1,1,0,0,0
5025,2011,39,1497.0,116.3,5.0,5248,34796,0,0,0,1,0,1,1,0,0,0
5026,2016,43,1197.0,81.83,5.0,8747,20163,0,0,0,1,0,1,1,0,0,0
5027,2016,59,799.0,53.3,5.0,4183,7767,0,0,0,1,0,1,1,0,0,0
5028,2019,42,2143.0,136.0,5.0,46092,12727,0,1,0,0,1,0,1,0,0,0
5029,2014,53,1498.0,89.84,5.0,11409,28458,0,1,0,0,0,1,1,0,0,0
5030,2015,43,1197.0,81.83,5.0,10450,22022,0,0,0,1,0,1,1,0,0,0
5031,2015,30,2494.0,100.6,7.0,23122,53685,0,1,0,0,0,1,1,0,0,0
5032,2012,50,1461.0,84.8,5.0,5324,93205,0,1,0,0,0,1,1,0,0,0
5033,2014,59,1248.0,74.0,5.0,8899,55302,0,1,0,0,0,1,1,0,0,0
5034,2010,44,998.0,66.1,5.0,3803,42486,0,0,0,1,0,1,1,0,0,0
5035,2013,43,1197.0,85.8,5.0,6008,32311,0,0,0,1,0,1,1,0,0,0
5036,2017,42,2143.0,136.0,5.0,41072,24233,0,1,0,0,1,0,1,0,0,0
5037,2014,37,1373.0,93.7,7.0,10268,42253,0,0,0,1,0,1,0,0,1,0
5038,2007,44,998.0,67.1,5.0,2281,44117,0,0,0,1,0,1,0,0,1,0
5039,2012,51,1199.0,73.9,5.0,5932,44740,0,1,0,0,0,1,1,0,0,0
5040,2014,53,1498.0,89.84,5.0,9963,84301,0,1,0,0,0,1,1,0,0,0
5041,2017,59,1498.0,98.6,5.0,14360,40917,0,1,0,0,0,1,1,0,0,0
5042,2015,33,1798.0,138.03,5.0,16383,33504,0,0,0,1,0,1,1,0,0,0
5043,2014,35,2179.0,140.0,7.0,11409,36039,0,1,0,0,0,1,1,0,0,0
5044,2016,58,796.0,47.3,5.0,4563,2485,0,0,0,1,0,1,1,0,0,0
5045,2010,43,2993.0,265.0,5.0,17874,36039,0,1,0,0,1,0,1,0,0,0
5046,2016,49,814.0,55.2,5.0,5004,18536,0,0,0,1,0,1,1,0,0,0
5047,2016,62,1248.0,74.0,5.0,9887,44214,0,1,0,0,0,1,1,0,0,0
5048,2015,74,998.0,58.33,5.0,5780,40194,1,0,0,0,0,1,1,0,0,0
5049,2011,38,1968.0,147.51,5.0,27381,33554,0,1,0,0,1,0,1,0,0,0
5050,2009,32,1798.0,157.75,5.0,7530,46602,0,0,0,1,1,0,0,0,1,0
5051,2015,41,1193.0,88.7,5.0,6875,24362,0,0,0,1,0,1,1,0,0,0
5052,2014,39,2149.0,139.07,7.0,12169,25476,0,1,0,0,0,1,1,0,0,0
5053,2013,40,1497.0,117.3,5.0,9522,23998,0,0,0,1,0,1,1,0,0,0
5054,2016,39,1498.0,97.7,5.0,11409,11184,0,0,0,1,0,1,1,0,0,0
5055,2011,33,1598.0,103.6,5.0,5096,27961,0,0,0,1,1,0,1,0,0,0
5056,2014,37,1591.0,121.3,5.0,8366,30233,0,0,0,1,1,0,1,0,0,0
5057,2012,51,1582.0,126.2,5.0,7986,49088,0,1,0,0,1,0,1,0,0,0
5058,2012,38,1968.0,140.0,5.0,24719,54680,0,1,0,0,1,0,1,0,0,0
5059,2009,36,1586.0,103.3,5.0,4107,57166,0,0,0,1,0,1,1,0,0,0
5060,2019,29,2198.0,158.0,7.0,50048,5592,0,1,0,0,1,0,1,0,0,0
5061,2008,47,1197.0,83.11,5.0,5187,31143,0,0,0,1,0,1,1,0,0,0
5062,2014,56,1120.0,70.0,5.0,6313,49088,0,1,0,0,0,1,1,0,0,0
5063,2014,47,1498.0,88.8,5.0,8975,28583,0,1,0,0,0,1,0,0,1,0
5064,2012,23,2496.0,157.7,5.0,17494,62137,0,0,0,1,1,0,1,0,0,0
5065,2015,43,1197.0,81.83,5.0,7225,25476,0,0,0,1,0,1,1,0,0,0
5066,2015,56,998.0,67.1,5.0,5324,15534,0,0,0,1,1,0,1,0,0,0
5067,2014,48,1248.0,88.76,7.0,11028,44675,0,1,0,0,0,1,1,0,0,0
5068,2016,54,998.0,67.04,5.0,6617,4411,0,0,0,1,1,0,1,0,0,0
5069,2018,52,999.0,67.0,5.0,7590,23718,0,0,0,1,1,0,0,0,1,0
5070,2013,28,2179.0,120.0,8.0,11637,43719,0,1,0,0,0,1,1,0,0,0
5071,2011,30,2494.0,102.0,7.0,13690,124274,0,1,0,0,0,1,1,0,0,0
5072,2017,51,1199.0,73.9,5.0,10496,16757,0,1,0,0,0,1,1,0,0,0
5073,2011,47,1399.0,68.0,5.0,4411,35107,0,1,0,0,0,1,1,0,0,0
5074,2014,48,1461.0,83.8,5.0,8747,24854,0,1,0,0,0,1,1,0,0,0
5075,2014,39,2200.0,139.01,7.0,12169,25476,0,1,0,0,0,1,1,0,0,0
5076,2017,52,999.0,67.0,5.0,6708,32997,0,0,0,1,1,0,1,0,0,0
5077,2013,49,1498.0,103.52,5.0,7530,14291,0,1,0,0,0,1,1,0,0,0
5078,2016,37,2179.0,140.0,7.0,21905,50330,0,1,0,0,1,0,1,0,0,0
5079,2012,47,1399.0,68.05,5.0,4487,50952,0,1,0,0,0,1,1,0,0,0
5080,2017,37,2523.0,62.1,7.0,12382,42599,0,1,0,0,0,1,1,0,0,0
5081,2016,48,1498.0,108.5,5.0,12854,21126,0,1,0,0,0,1,1,0,0,0
5082,2015,30,2494.0,100.0,8.0,19015,47845,0,1,0,0,0,1,1,0,0,0
5083,2012,35,2179.0,140.0,7.0,9887,29825,0,1,0,0,0,1,1,0,0,0
5084,2015,37,1499.0,110.0,5.0,11743,17542,0,0,0,1,0,1,0,0,1,0
5085,2011,39,1968.0,138.1,5.0,12169,68350,0,1,0,0,1,0,1,0,0,0
5086,2009,32,2179.0,138.0,7.0,4563,74564,0,1,0,0,0,1,0,0,1,0
5087,2013,19,2993.0,245.0,4.0,44115,30447,0,1,0,0,1,0,1,0,0,0
5088,2014,38,1198.0,74.0,5.0,6252,13670,0,0,0,1,0,1,1,0,0,0
5089,2015,43,1197.0,82.9,5.0,8168,9273,0,0,0,1,0,1,1,0,0,0
5090,2013,48,1248.0,88.8,7.0,9963,46602,0,1,0,0,0,1,1,0,0,0
5091,2015,40,1497.0,117.3,5.0,10648,14291,0,0,0,1,0,1,1,0,0,0
5092,2014,39,1497.0,118.0,5.0,8336,35418,0,0,0,1,0,1,1,0,0,0
5093,2013,39,1968.0,138.03,5.0,9903,47670,0,1,0,0,1,0,1,0,0,0
5094,2016,60,1498.0,98.6,5.0,7834,85749,0,1,0,0,0,1,1,0,0,0
5095,2013,35,2179.0,140.0,7.0,13690,86991,0,1,0,0,0,1,0,0,1,0
5096,2008,34,1798.0,138.1,5.0,4183,68350,0,0,0,1,1,0,0,0,1,0
5097,2012,53,1995.0,190.0,5.0,19015,45360,0,1,0,0,1,0,1,0,0,0
5098,2017,54,1498.0,98.96,5.0,11698,39409,0,1,0,0,0,1,1,0,0,0
5099,2013,43,1197.0,82.85,5.0,6951,38607,0,0,0,1,0,1,1,0,0,0
5100,2013,39,1497.0,118.0,5.0,6845,31689,0,0,0,1,1,0,1,0,0,0
5101,2015,54,1248.0,73.94,5.0,7453,46602,0,1,0,0,0,1,1,0,0,0
5102,2008,46,1086.0,68.05,5.0,2510,34430,0,0,0,1,0,1,1,0,0,0
5103,2015,42,1199.0,82.4,5.0,4943,25476,0,0,0,1,0,1,1,0,0,0
5104,2012,52,1582.0,126.32,5.0,9507,27961,0,1,0,0,0,1,1,0,0,0
5105,2018,37,1591.0,121.3,5.0,18452,33132,0,0,0,1,0,1,1,0,0,0
5106,2013,42,1199.0,82.4,5.0,4943,29825,0,0,0,1,0,1,1,0,0,0
5107,2013,33,1968.0,174.3,5.0,44115,44738,0,1,0,0,1,0,1,0,0,0
5108,2013,39,1497.0,118.0,5.0,8412,31233,0,0,0,1,0,1,1,0,0,0
5109,2017,39,1497.0,121.36,5.0,13310,13545,0,0,0,1,0,1,1,0,0,0
5110,2014,28,2967.0,241.4,7.0,57654,27961,0,1,0,0,1,0,0,0,1,0
5111,2010,47,1197.0,78.9,5.0,3650,38525,0,0,0,1,0,1,1,0,0,0
5112,2014,39,1197.0,80.0,5.0,6921,25899,0,0,0,1,0,1,1,0,0,0
5113,2011,41,1197.0,85.8,5.0,4031,43069,0,0,0,1,0,1,0,0,1,0
5114,2017,58,1396.0,69.0,5.0,2433,30447,0,1,0,0,0,1,0,0,1,0
5115,2012,38,2993.0,235.0,5.0,39125,25147,0,1,0,0,1,0,0,0,1,0
5116,2013,53,1248.0,74.0,5.0,6313,37282,0,1,0,0,0,1,1,0,0,0
5117,2018,44,1194.0,94.68,5.0,10998,621,0,0,0,1,0,1,1,0,0,0
5118,2008,32,1599.0,103.2,5.0,3955,23612,0,0,0,1,0,1,0,0,1,0
5119,2008,37,1995.0,181.0,5.0,11028,41010,0,1,0,0,1,0,0,0,1,0
5120,2017,30,2494.0,102.0,8.0,21738,21065,0,1,0,0,0,1,1,0,0,0
5121,2011,35,2143.0,204.0,5.0,26241,35418,0,1,0,0,1,0,0,0,1,0
5122,2013,53,1582.0,126.2,5.0,11409,105633,0,1,0,0,0,1,1,0,0,0
5123,2014,54,1248.0,73.94,5.0,6617,37282,0,1,0,0,0,1,1,0,0,0
5124,2016,57,1248.0,88.5,5.0,13538,52816,0,1,0,0,0,1,1,0,0,0
5125,2016,44,1197.0,82.0,5.0,5324,90720,0,0,0,1,0,1,0,0,1,0
5126,2014,61,1498.0,98.6,5.0,9279,34798,0,1,0,0,0,1,1,0,0,0
5127,2016,59,799.0,53.3,5.0,4867,5315,0,0,0,1,0,1,1,0,0,0
5128,2014,55,1364.0,67.06,5.0,7453,38725,0,1,0,0,0,1,1,0,0,0
5129,2015,56,998.0,67.1,5.0,5613,23567,0,0,0,1,0,1,1,0,0,0
5130,2016,56,1199.0,84.0,5.0,6054,3355,0,0,0,1,0,1,1,0,0,0
5131,2013,51,1396.0,90.0,5.0,4487,37282,0,1,0,0,0,1,1,0,0,0
5132,2014,38,1968.0,147.51,5.0,23137,34629,0,1,0,0,1,0,1,0,0,0
5133,2015,66,1248.0,74.0,5.0,9583,38525,0,1,0,0,0,1,1,0,0,0
5134,2017,39,1198.0,73.75,5.0,10176,9057,0,0,0,1,0,1,1,0,0,0
5135,2017,37,1497.0,117.3,7.0,14451,10563,0,0,0,1,1,0,1,0,0,0
5136,2009,39,1197.0,80.0,5.0,4031,17398,0,0,0,1,0,1,1,0,0,0
5137,2012,34,2199.0,194.3,7.0,11409,36163,0,1,0,0,0,1,1,0,0,0
5138,2018,54,998.0,67.04,5.0,8564,7629,0,0,0,1,1,0,1,0,0,0
5139,2018,37,1591.0,121.3,5.0,17919,10976,0,0,0,1,0,1,1,0,0,0
5140,2004,42,1396.0,52.8,5.0,1293,124274,0,1,0,0,0,1,0,0,1,0
5141,2011,35,1598.0,103.6,5.0,5096,34730,0,0,0,1,0,1,1,0,0,0
5142,2015,54,998.0,67.04,5.0,6252,37646,0,0,0,1,0,1,1,0,0,0
5143,2015,42,2143.0,136.0,5.0,38806,8388,0,1,0,0,1,0,1,0,0,0
5144,2017,53,796.0,47.3,5.0,4715,18641,0,0,0,1,0,1,1,0,0,0
5145,2018,25,3198.0,197.0,7.0,50960,7456,0,1,0,0,1,0,1,0,0,0
5146,2017,41,1193.0,88.7,5.0,7301,40389,0,0,0,1,0,1,1,0,0,0
5147,2014,37,1598.0,103.5,5.0,5309,23612,0,0,0,1,0,1,1,0,0,0
5148,2012,41,1373.0,91.1,7.0,7834,15534,0,0,0,1,0,1,0,0,1,0
5149,2011,32,2987.0,224.0,5.0,21920,62137,0,1,0,0,1,0,1,0,0,0
5150,2014,38,1199.0,74.0,5.0,7225,8518,0,0,0,1,0,1,1,0,0,0
5151,2015,29,2982.0,168.5,7.0,28903,62137,0,1,0,0,1,0,1,0,0,0
5152,2017,54,998.0,67.04,5.0,7453,10563,0,0,0,1,0,1,1,0,0,0
5153,2008,37,1995.0,181.0,4.0,9583,55302,0,1,0,0,1,0,0,0,1,0
5154,2006,39,1497.0,100.0,5.0,3650,62244,0,0,0,1,0,1,0,0,1,0
5155,2009,30,1999.0,114.0,5.0,4563,60272,0,0,0,1,0,1,1,0,0,0
5156,2016,42,1198.0,74.93,5.0,6465,24972,0,0,0,1,0,1,1,0,0,0
5157,2016,47,1498.0,88.0,5.0,9583,18421,0,1,0,0,0,1,1,0,0,0
5158,2018,49,998.0,100.0,5.0,12397,27116,0,0,0,1,0,1,1,0,0,0
5159,2012,47,1197.0,78.9,5.0,4898,23197,0,0,0,1,0,1,1,0,0,0
5160,2018,43,1197.0,81.83,5.0,11637,30078,0,0,0,1,0,1,1,0,0,0
5161,2011,24,2979.0,306.0,2.0,45636,15534,0,0,0,1,1,0,1,0,0,0
5162,2010,47,1197.0,78.9,5.0,3498,44987,0,0,0,1,0,1,0,0,1,0
5163,2012,31,1598.0,181.0,4.0,33466,11184,0,0,0,1,1,0,1,0,0,0
5164,2012,45,1198.0,86.8,5.0,4989,40492,0,0,0,1,0,1,1,0,0,0
5165,2016,48,1373.0,91.2,5.0,10785,15794,0,0,0,1,0,1,1,0,0,0
5166,2013,45,1248.0,73.9,5.0,9827,24230,0,1,0,0,0,1,1,0,0,0
5167,2012,51,1199.0,73.9,5.0,6084,37282,0,1,0,0,0,1,1,0,0,0
5168,2011,40,1995.0,184.0,5.0,16733,44738,0,1,0,0,1,0,1,0,0,0
5169,2016,28,2967.0,241.4,7.0,75741,19309,0,1,0,0,1,0,0,0,1,0
5170,2015,60,1498.0,99.0,5.0,7301,2678,0,1,0,0,0,1,1,0,0,0
5171,2017,51,1995.0,190.0,5.0,53242,13048,0,1,0,0,1,0,1,0,0,0
5172,2011,32,2987.0,224.0,5.0,33451,33554,0,1,0,0,1,0,1,0,0,0
5173,2007,40,1061.0,64.0,5.0,1673,31068,0,0,0,1,0,1,0,0,1,0
5174,2018,50,1197.0,83.1,5.0,10040,8077,0,0,0,1,0,1,1,0,0,0
5175,2013,51,1197.0,81.8,5.0,6845,45981,0,0,0,1,0,1,1,0,0,0
5176,2009,34,1150.0,76.0,5.0,1521,46602,0,0,0,1,0,1,0,0,1,0
5177,2017,47,1498.0,88.0,5.0,10496,15534,0,1,0,0,0,1,1,0,0,0
5178,2012,0,2179.0,115.0,5.0,25480,86370,0,1,0,0,1,0,1,0,0,0
5179,2015,33,1968.0,174.3,5.0,38775,32311,0,1,0,0,1,0,1,0,0,0
5180,2015,43,1968.0,187.74,5.0,54003,12427,0,1,0,0,1,0,1,0,0,0
5181,2018,56,1186.0,73.97,5.0,9553,20295,0,1,0,0,0,1,1,0,0,0
5182,2012,28,2179.0,120.0,8.0,7423,47707,0,1,0,0,0,1,0,0,1,0
5183,2016,53,1248.0,74.0,5.0,5628,62325,0,1,0,0,0,1,1,0,0,0
5184,2015,49,814.0,55.2,5.0,5248,27335,0,0,0,1,0,1,1,0,0,0
5185,2016,36,2179.0,120.0,8.0,15562,44812,0,1,0,0,0,1,1,0,0,0
5186,2010,26,2354.0,142.0,5.0,9887,51573,0,0,0,1,1,0,0,0,1,0
5187,2016,38,1199.0,74.0,5.0,9355,4674,0,0,0,1,0,1,1,0,0,0
5188,2014,35,1196.0,73.0,7.0,4411,21542,0,0,0,1,0,1,1,0,0,0
5189,2016,56,1120.0,70.0,5.0,8366,18641,0,1,0,0,0,1,1,0,0,0
5190,2017,25,3198.0,197.0,7.0,47157,10563,0,1,0,0,1,0,1,0,0,0
5191,2015,56,1186.0,73.97,5.0,6465,36823,0,1,0,0,0,1,1,0,0,0
5192,2016,53,1248.0,74.0,5.0,8336,40519,0,1,0,0,0,1,1,0,0,0
5193,2016,43,1197.0,81.83,5.0,11028,11806,0,0,0,1,0,1,1,0,0,0
5194,2012,41,1298.0,85.8,5.0,4563,31068,0,0,0,1,0,1,1,0,0,0
5195,2015,53,1995.0,190.0,5.0,44875,29204,0,1,0,0,1,0,1,0,0,0
5196,2007,41,1497.0,78.0,5.0,2266,46602,0,0,0,1,0,1,0,0,1,0
5197,2013,39,1197.0,78.9,5.0,5552,33885,0,0,0,1,1,0,1,0,0,0
5198,2018,54,1498.0,98.96,5.0,16581,8077,0,1,0,0,0,1,1,0,0,0
5199,2015,54,998.0,67.04,5.0,6541,30327,0,0,0,1,0,1,1,0,0,0
5200,2012,48,1248.0,88.76,7.0,9294,39146,0,1,0,0,0,1,0,0,1,0
5201,2015,30,2494.0,102.0,8.0,23578,40246,0,1,0,0,0,1,1,0,0,0
5202,2016,41,1497.0,117.3,5.0,10496,21520,0,0,0,1,0,1,1,0,0,0
5203,2012,44,1197.0,85.8,5.0,7134,43024,0,0,0,1,0,1,1,0,0,0
5204,2011,43,1197.0,85.8,5.0,4852,20686,0,0,0,1,0,1,1,0,0,0
5205,2012,35,1396.0,98.6,5.0,5704,34175,0,0,0,1,1,0,0,0,1,0
5206,2019,40,1197.0,81.86,5.0,13082,621,0,0,0,1,0,1,1,0,0,0
5207,2011,39,1497.0,118.0,5.0,5856,49709,0,0,0,1,0,1,0,0,1,0
5208,2016,31,4134.0,382.0,5.0,103184,40390,0,1,0,0,1,0,1,0,0,0
5209,2019,41,1198.0,86.7,5.0,14162,10297,0,0,0,1,0,1,1,0,0,0
5210,2008,30,1799.0,130.0,5.0,4563,94841,0,0,0,1,1,0,1,0,0,0
5211,2015,43,1197.0,81.83,5.0,8366,32932,0,0,0,1,0,1,1,0,0,0
5212,2017,46,1582.0,126.2,5.0,20232,31148,0,1,0,0,0,1,1,0,0,0
5213,2013,36,1968.0,174.33,5.0,34988,39591,0,1,0,0,1,0,1,0,0,0
5214,2018,58,796.0,47.3,5.0,5096,6835,0,0,0,1,0,1,1,0,0,0
5215,2012,35,1995.0,177.0,5.0,15212,71457,0,1,0,0,1,0,0,0,0,1
5216,2013,47,1197.0,78.9,5.0,4487,39311,0,0,0,1,0,1,1,0,0,0
5217,2016,50,1498.0,108.62,5.0,10268,12427,0,1,0,0,0,1,1,0,0,0
5218,2010,38,1198.0,73.9,5.0,3711,49088,0,0,0,1,0,1,0,0,0,1
5219,2015,48,1373.0,91.1,5.0,8899,25476,0,0,0,1,0,1,1,0,0,0
5220,2015,40,1197.0,103.5,5.0,11257,16356,0,0,0,1,1,0,1,0,0,0
5221,2016,57,1120.0,71.0,5.0,5780,47224,0,1,0,0,0,1,1,0,0,0
5222,2008,31,1799.0,130.0,5.0,5780,43478,0,0,0,1,0,1,1,0,0,0
5223,2008,41,1497.0,78.0,5.0,4107,42874,0,0,0,1,0,1,1,0,0,0
5224,2016,37,2523.0,62.1,7.0,10967,40389,0,1,0,0,0,1,1,0,0,0
5225,2016,40,1497.0,117.3,5.0,12017,18337,0,0,0,1,0,1,1,0,0,0
5226,2017,59,1186.0,73.97,5.0,6389,31689,0,1,0,0,0,1,1,0,0,0
5227,2014,44,1461.0,108.45,5.0,8747,36041,0,1,0,0,0,1,1,0,0,0
5228,2013,39,998.0,66.1,5.0,5248,35107,0,0,0,1,1,0,1,0,0,0
5229,2014,40,1968.0,174.33,5.0,39171,18058,0,1,0,0,1,0,1,0,0,0
5230,2018,37,2179.0,140.0,7.0,25237,29086,0,1,0,0,0,1,1,0,0,0
5231,2014,42,1198.0,74.96,5.0,7134,19819,0,0,0,1,0,1,1,0,0,0
5232,2009,31,1995.0,170.0,5.0,11409,32373,0,1,0,0,1,0,0,0,1,0
5233,2016,32,2393.0,147.8,7.0,25100,45360,0,1,0,0,0,1,1,0,0,0
5234,2009,39,1497.0,118.0,5.0,3027,19525,0,0,0,1,0,1,1,0,0,0
5235,2014,53,1248.0,74.0,5.0,7986,46714,0,1,0,0,0,1,1,0,0,0
5236,2013,46,1461.0,108.45,5.0,8214,46602,0,1,0,0,0,1,0,0,1,0
5237,2014,38,1198.0,74.0,5.0,5932,9320,0,0,0,1,0,1,1,0,0,0
5238,2015,40,1197.0,81.86,5.0,8823,7456,0,0,0,1,0,1,1,0,0,0
5239,2014,42,1995.0,190.0,5.0,46397,19883,0,1,0,0,1,0,1,0,0,0
5240,2017,55,1248.0,74.0,5.0,8518,27653,0,1,0,0,0,1,1,0,0,0
