,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Miles_Driven
4195,2012,Diesel,Manual,First,53,1248.0,74.0,5.0,7301,40426
4196,2008,Petrol,Manual,First,46,1086.0,68.05,5.0,2738,51078
4197,2013,Diesel,Manual,First,37,2179.0,140.0,7.0,11028,27340
4198,2014,Diesel,Manual,First,59,1248.0,88.5,7.0,11500,33440
4199,2013,Diesel,Manual,First,37,2179.0,140.0,7.0,10374,38270
4200,2011,Diesel,Manual,Second,49,1248.0,88.8,5.0,2738,53748
4201,2009,Diesel,Automatic,First,25,2987.0,198.5,5.0,17494,62137
4202,2010,Petrol,Manual,First,36,1586.0,104.68,5.0,4259,54059
4203,2016,Petrol,Automatic,First,48,998.0,67.0,5.0,8366,21747
4204,2016,Petrol,Manual,First,48,1198.0,67.06,5.0,4107,3728
4205,2014,Diesel,Manual,First,47,1399.0,68.0,5.0,4943,36864
4206,2014,Diesel,Automatic,First,40,1968.0,138.1,5.0,16581,50331
4207,2014,Petrol,Manual,First,43,1197.0,80.0,5.0,6191,27720
4208,2016,Diesel,Automatic,First,26,2755.0,171.5,7.0,27381,26338
4209,2012,Petrol,Manual,First,45,1198.0,86.8,5.0,4487,33554
4210,2011,Diesel,Automatic,First,40,1968.0,138.1,5.0,11409,51580
4211,2016,Diesel,Automatic,First,30,2143.0,204.0,5.0,49789,40640
4212,2015,Diesel,Automatic,Second,29,2982.0,168.7,7.0,32706,22369
4213,2008,Petrol,Manual,First,38,1586.0,103.2,5.0,3803,52816
4214,2016,Diesel,Manual,First,64,1498.0,98.6,5.0,8366,21747
4215,2012,Petrol,Automatic,First,34,1794.0,138.1,5.0,11409,33554
4216,2007,Petrol,Manual,First,39,1497.0,100.0,5.0,2357,43495
4217,2017,Diesel,Automatic,First,48,1995.0,190.0,5.0,44115,16777
4218,2019,Diesel,Manual,First,66,1248.0,74.0,5.0,12778,25522
4219,2016,Diesel,Manual,First,59,1198.0,77.0,6.0,9887,16155
4220,2010,Petrol,Manual,First,37,1198.0,90.0,5.0,3574,34175
4221,2016,Petrol,Manual,First,47,1197.0,81.8,5.0,8442,11806
4222,2016,Petrol,Automatic,First,44,1197.0,82.0,5.0,8138,9320
4223,2016,Petrol,Manual,First,41,1198.0,86.7,5.0,7986,22990
4224,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,8929,24054
4225,2014,Diesel,Manual,First,48,1598.0,103.6,5.0,8153,32559
4226,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,11789,14905
4227,2014,Petrol,Automatic,Second,33,1598.0,103.6,5.0,8229,20059
4228,2010,Petrol,Manual,First,43,1197.0,80.0,5.0,5552,32311
4229,2016,Petrol,Automatic,First,38,1198.0,86.8,5.0,7986,19883
4230,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9507,24233
4231,2017,Petrol,Manual,First,56,624.0,37.48,4.0,5278,8791
4232,2006,Petrol,Automatic,First,23,3498.0,364.9,5.0,13462,64001
4233,2004,Petrol,Manual,First,32,1061.0,64.0,5.0,1293,50952
4234,2015,Petrol,Automatic,First,32,1798.0,157.75,5.0,20764,21126
4235,2016,Diesel,Automatic,First,28,2967.0,241.4,7.0,76395,28073
4236,2018,Petrol,Manual,First,51,1197.0,81.8,5.0,11789,1242
4237,2011,Diesel,Manual,First,30,2494.0,102.0,7.0,15288,51151
4238,2011,Petrol,Automatic,First,28,1995.0,154.0,5.0,14831,4349
4239,2015,Diesel,Automatic,First,42,2143.0,136.0,5.0,34988,16777
4240,2019,Diesel,Manual,First,32,2393.0,147.8,8.0,32584,19430
4241,2014,Diesel,Manual,First,59,1248.0,74.0,5.0,7925,14912
4242,2009,Diesel,Manual,First,30,2494.0,100.6,7.0,11409,91341
4243,2010,Petrol,Manual,First,43,1199.0,79.4,5.0,2662,71457
4244,2010,Diesel,Manual,Second,32,1399.0,68.0,5.0,1521,50952
4245,2016,Diesel,Automatic,First,45,2143.0,170.0,5.0,50200,12427
4246,2011,Petrol,Manual,First,41,1496.0,88.73,5.0,3346,28309
4247,2017,Diesel,Manual,First,30,2494.0,102.0,7.0,19517,35753
4248,2018,Diesel,Automatic,First,41,2993.0,313.0,4.0,104872,12429
4249,2012,Diesel,Manual,First,49,1498.0,108.4,5.0,6237,33864
4250,2016,Petrol,Manual,First,51,814.0,55.0,5.0,4335,17327
4251,2007,Petrol,Automatic,First,26,2354.0,158.8,5.0,5628,41010
4252,2013,Diesel,Automatic,First,47,1968.0,138.1,5.0,13782,44864
4253,2011,Petrol,Manual,Second,31,1798.0,157.8,5.0,7225,43495
4254,2015,Diesel,Manual,First,61,1498.0,98.6,5.0,10040,48611
4255,2007,Diesel,Manual,Second,32,2179.0,138.0,7.0,5324,74690
4256,2011,Petrol,Manual,First,44,998.0,67.1,5.0,3042,12784
4257,2013,Petrol,Manual,First,41,1198.0,86.7,5.0,5917,24779
4258,2017,Petrol,Manual,First,54,999.0,67.0,5.0,5476,19297
4259,2015,Petrol,Automatic,First,44,1373.0,91.1,5.0,10572,31652
4260,2016,Diesel,Manual,First,53,1396.0,88.73,5.0,10694,61740
4261,2016,Diesel,Manual,First,32,2393.0,147.8,7.0,25100,33554
4262,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,11667,33720
4263,2012,Diesel,Automatic,First,34,2993.0,270.9,5.0,35277,58732
4264,2017,Petrol,Manual,First,44,1197.0,82.0,5.0,9446,24191
4265,2015,Diesel,Automatic,First,37,2967.0,245.0,5.0,69702,37527
4266,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,9051,18019
4267,2011,Diesel,Automatic,First,38,1968.0,140.0,5.0,16733,36039
4268,2016,Petrol,Manual,First,48,1373.0,91.1,5.0,10937,37849
4269,2011,Diesel,Manual,First,30,2494.0,102.0,8.0,9735,40389
4270,2015,Diesel,Manual,First,37,2148.0,170.0,5.0,39551,16155
4271,2016,Petrol,Manual,First,47,1197.0,78.9,5.0,6845,12394
4272,2011,Petrol,Automatic,First,39,1197.0,78.9,5.0,4715,44003
4273,2015,Diesel,Manual,First,64,1248.0,74.0,5.0,9051,33554
4274,2008,Petrol,Manual,First,42,1061.0,64.0,5.0,1825,85749
4275,2014,Diesel,Automatic,First,38,2993.0,258.0,5.0,79103,21747
4276,2015,Diesel,Automatic,First,26,4134.0,335.2,7.0,73018,31068
4277,2011,Diesel,Automatic,First,27,2993.0,245.0,5.0,33451,77455
4278,2013,Petrol,Manual,First,49,1197.0,85.8,5.0,6541,49873
4279,2013,Diesel,Manual,First,50,1461.0,84.8,5.0,5704,78044
4280,2015,Petrol,Manual,First,33,1798.0,138.03,5.0,13614,30447
4281,2012,Diesel,Manual,First,55,1364.0,67.1,5.0,7225,68972
4282,2016,Petrol,Manual,First,33,1798.0,138.03,5.0,22209,20933
4283,2012,Diesel,Automatic,First,41,1968.0,174.33,5.0,26621,31068
4284,2012,Diesel,Manual,First,48,1248.0,88.8,7.0,7910,23669
4285,2017,Petrol,Manual,First,44,1197.0,82.0,5.0,9188,29685
4286,2009,Diesel,Manual,Second,44,1396.0,69.0,5.0,4107,103768
4287,2019,Diesel,Automatic,First,62,1248.0,74.0,5.0,10268,40389
4288,2011,Petrol,Manual,First,35,1598.0,103.5,5.0,3574,28583
4289,2017,Petrol,Manual,First,56,1199.0,84.0,5.0,7606,10252
4290,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,10572,24233
4291,2018,Petrol,Manual,First,45,1199.0,86.76,5.0,10192,3728
4292,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,38030,37282
4293,2011,Petrol,Automatic,First,33,1598.0,103.6,5.0,5704,60471
4294,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,5704,62017
4295,2013,Petrol,Manual,First,39,1497.0,118.0,5.0,7758,28583
4296,2010,Petrol,Manual,First,52,998.0,67.04,5.0,3726,7456
4297,2005,Petrol,Automatic,First,21,2771.0,193.1,5.0,4943,8079
4298,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,8366,16155
4299,2014,CNG,Manual,First,62,998.0,58.16,5.0,5734,42480
4300,2016,Diesel,Automatic,First,0,2987.0,165.0,5.0,74904,17294
4301,2016,Petrol,Manual,First,53,796.0,47.3,5.0,4624,32086
4302,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,7453,13048
4303,2013,Diesel,Manual,First,53,1498.0,89.84,5.0,9507,55923
4304,2015,Diesel,Automatic,First,46,1995.0,184.0,5.0,50200,22527
4305,2011,Diesel,Automatic,Second,27,2993.0,245.0,5.0,41072,36039
4306,2014,Petrol,Manual,Second,42,1198.0,86.7,5.0,7925,30445
4307,2014,Petrol,Manual,First,37,1499.0,110.4,5.0,8747,19343
4308,2012,Diesel,Automatic,First,34,2993.0,270.9,5.0,25221,47017
4309,2015,Petrol,Manual,First,34,1798.0,138.0,5.0,16733,7456
4310,2014,Petrol,Manual,Second,47,1197.0,78.9,5.0,4259,55923
4311,2019,Diesel,Automatic,First,37,2148.0,170.0,5.0,57791,10762
4312,2011,Diesel,Manual,Second,47,1968.0,108.5,5.0,5552,52816
4313,2007,Diesel,Manual,First,30,2499.0,141.0,7.0,9127,80778
4314,2013,Petrol,Manual,First,36,1196.0,70.0,5.0,6906,37486
4315,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,8214,21329
4316,2014,Diesel,Manual,First,44,1405.0,70.0,5.0,5020,46602
4317,2012,Diesel,Automatic,Second,34,1985.0,163.0,5.0,27762,53437
4318,2017,Petrol,Manual,First,53,799.0,53.0,5.0,4715,7456
4319,2013,Petrol,Manual,First,49,814.0,55.2,5.0,5841,35889
4320,2016,Petrol,Manual,First,53,796.0,47.3,5.0,3711,15099
4321,2011,Petrol,Manual,Second,38,1198.0,73.9,5.0,5476,41010
4322,2015,Petrol,Manual,First,47,1197.0,78.9,5.0,5932,47171
4323,2013,Petrol,Manual,Second,39,1498.0,97.7,5.0,4411,66486
4324,2008,Petrol,Manual,Second,34,1798.0,138.1,5.0,5324,53437
4325,2009,Diesel,Manual,Second,42,1493.0,110.0,5.0,5324,99419
4326,2019,Petrol,Manual,First,58,796.0,47.3,5.0,5324,1864
4327,2015,Diesel,Manual,First,51,1396.0,88.76,5.0,10648,45046
4328,2016,Diesel,Automatic,First,44,1582.0,126.2,5.0,13234,20505
4329,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,68454,37282
4330,2016,Diesel,Manual,First,58,1396.0,69.0,5.0,2738,49773
4331,2007,Petrol,Manual,First,42,995.0,62.0,5.0,1506,26159
4332,2018,Petrol,Manual,First,44,1197.0,81.86,5.0,7301,2796
4333,2014,Diesel,Manual,First,29,2982.0,169.0,7.0,27305,60272
4334,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,8610,31828
4335,2009,Petrol,Manual,First,39,1497.0,118.0,5.0,4715,39767
4336,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9948,35362
4337,2015,Diesel,Manual,First,30,2494.0,102.0,8.0,20080,91868
4338,2018,Petrol,Automatic,First,30,4951.0,395.0,4.0,86405,13228
4339,2019,Diesel,Automatic,First,26,2755.0,171.5,7.0,29511,8746
4340,2007,Petrol,Manual,First,42,1061.0,64.0,5.0,2510,46714
4341,2013,Diesel,Manual,Second,53,1248.0,74.0,5.0,6617,57166
4342,2015,Diesel,Manual,First,48,1248.0,91.72,5.0,9887,35583
4343,2007,Petrol,Manual,First,42,998.0,67.1,5.0,1688,39767
4344,2013,Diesel,Manual,First,46,1461.0,83.8,5.0,8366,25476
4345,2012,Diesel,Manual,First,24,2835.0,107.2,6.0,16733,28582
4346,2015,Petrol,Automatic,First,54,998.0,67.04,5.0,5932,31068
4347,2013,Diesel,Manual,First,42,1405.0,48.21,5.0,2738,43495
4348,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9461,23326
4349,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,6541,27340
4350,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,9112,13980
4351,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9127,10831
4352,2014,Petrol,Manual,First,40,1591.0,121.3,5.0,8899,38255
4353,2014,Diesel,Automatic,First,29,2179.0,147.51,5.0,30333,38357
4354,2009,Petrol,Manual,First,37,1298.0,88.2,5.0,4411,42253
4355,2014,Petrol,Manual,First,42,1198.0,86.7,5.0,6465,18019
4356,2010,Diesel,Manual,First,50,1364.0,87.2,5.0,9112,97064
4357,2013,Diesel,Manual,First,64,1498.0,98.6,5.0,5020,28893
4358,2009,Diesel,Automatic,Second,39,2967.0,241.38,5.0,12291,32827
4359,2017,Petrol,Manual,First,52,998.0,67.04,5.0,6845,24772
4360,2014,Diesel,Manual,First,56,1498.0,98.6,7.0,9887,36643
4361,2006,Petrol,Automatic,Second,23,2354.0,152.0,5.0,5932,41010
4362,2013,Petrol,Manual,First,40,1591.0,121.3,5.0,7986,32311
4363,2014,Diesel,Automatic,First,27,2199.0,194.3,7.0,25860,36039
4364,2012,Petrol,Automatic,First,39,1197.0,78.9,5.0,5324,36039
4365,2008,Diesel,Manual,Second,41,1399.0,68.0,5.0,4563,46602
4366,2015,Petrol,Manual,Second,47,1197.0,78.9,5.0,7408,25481
4367,2014,Diesel,Manual,First,57,1120.0,71.0,5.0,9127,40389
4368,2015,Diesel,Automatic,First,42,1968.0,174.5,5.0,23578,11806
4369,2008,Petrol,Manual,Second,39,1388.0,68.0,5.0,2433,45981
4370,2017,Petrol,Automatic,First,50,1197.0,83.1,5.0,11028,20505
4371,2010,Diesel,Manual,Second,39,1896.0,105.0,5.0,4943,59030
4372,2012,Diesel,Manual,First,48,1498.0,108.5,5.0,5172,21126
4373,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,46397,63917
4374,2016,Petrol,Manual,First,39,1591.0,121.3,5.0,12124,32546
4375,2012,Diesel,Automatic,First,34,2143.0,170.0,5.0,20551,23612
4376,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,8260,37489
4377,2010,Petrol,Manual,First,39,1388.0,68.0,5.0,3955,66486
4378,2013,Petrol,Manual,First,43,1197.0,82.9,5.0,6769,276510
4379,2017,Petrol,Manual,First,53,796.0,47.3,5.0,4183,1364
4380,2010,Petrol,Automatic,First,24,2996.0,258.0,5.0,13310,14912
4381,2015,Petrol,Manual,Second,34,1368.0,88.7,5.0,8229,27866
4382,2018,Diesel,Automatic,First,66,1248.0,73.75,5.0,13006,39789
4383,2014,Diesel,Manual,First,35,2179.0,140.0,7.0,12550,28334
4384,2014,Diesel,Automatic,First,26,2400.0,200.0,7.0,35870,63380
4385,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,6830,29477
4386,2010,Diesel,Manual,First,27,2982.0,171.0,7.0,19760,120082
4387,2016,Petrol,Automatic,First,51,624.0,37.48,4.0,4259,18019
4388,2016,Diesel,Manual,First,46,1461.0,108.5,8.0,12823,32113
4389,2015,Diesel,Automatic,First,28,2967.0,241.4,7.0,72257,31068
4390,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,13614,26511
4391,2013,Diesel,Manual,Second,44,1461.0,108.45,5.0,8366,40389
4392,2014,Petrol,Manual,First,41,1198.0,86.7,5.0,7225,11666
4393,2016,Petrol,Manual,First,42,1198.0,86.7,5.0,7225,4171
4394,2009,Petrol,Automatic,Second,28,1995.0,154.0,5.0,14451,24854
4395,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,5734,55015
4396,2012,Petrol,Manual,Second,39,1497.0,118.0,5.0,6465,40423
4397,2014,Diesel,Automatic,First,44,1995.0,184.0,5.0,30272,14291
4398,2009,Diesel,Manual,First,35,1896.0,105.0,5.0,6084,37282
4399,2013,Petrol,Manual,First,44,1197.0,85.8,5.0,6328,36878
4400,2015,Diesel,Automatic,Second,38,2179.0,187.7,5.0,57806,11806
4401,2016,Petrol,Automatic,First,39,1197.0,82.0,5.0,9644,28309
4402,2009,Diesel,Manual,First,30,2494.0,102.0,8.0,6845,73321
4403,2016,Petrol,Manual,First,35,1196.0,73.0,7.0,5704,34175
4404,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,15516,37282
4405,2007,Diesel,Manual,First,30,2494.0,102.0,8.0,7606,90098
4406,2008,Petrol,Manual,First,23,1995.0,163.5,5.0,6008,29086
4407,2016,Diesel,Manual,First,47,1498.0,103.2,5.0,14831,39001
4408,2018,Petrol,Manual,First,43,1197.0,81.86,5.0,12063,11528
4409,2011,Diesel,Manual,First,41,1399.0,67.0,5.0,3194,88944
4410,2015,Diesel,Manual,First,31,2477.0,175.56,7.0,24978,33241
4411,2011,Diesel,Manual,Second,34,2199.0,194.3,7.0,13538,91962
4412,2012,Diesel,Manual,First,35,2179.0,140.0,7.0,10967,59030
4413,2015,Diesel,Manual,First,30,2494.0,102.0,8.0,20536,62137
4414,2016,Diesel,Automatic,First,27,2987.0,254.79,5.0,98879,18019
4415,2014,Diesel,Manual,First,28,2179.0,120.0,7.0,11257,54059
4416,2014,Petrol,Automatic,First,39,1497.0,118.0,5.0,7834,35317
4417,2013,Diesel,Automatic,First,28,2987.0,224.0,7.0,48679,62137
4418,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,4943,77671
4419,2017,Petrol,Automatic,First,52,998.0,67.0,5.0,6008,10563
4420,2013,Petrol,Manual,Second,36,1193.0,65.0,5.0,2281,43495
4421,2010,Petrol,Manual,Second,39,1197.0,80.0,5.0,4563,31068
4422,2010,Petrol,Manual,First,37,1198.0,90.0,5.0,3027,24730
4423,2010,Petrol,Manual,First,44,998.0,66.1,5.0,2053,37282
4424,2009,Diesel,Automatic,First,37,1995.0,181.0,5.0,20536,36039
4425,2010,Diesel,Manual,First,41,1968.0,138.08,5.0,10633,68356
4426,2013,Diesel,Manual,First,44,1461.0,108.5,5.0,12930,52816
4427,2010,Diesel,Manual,Second,51,1199.0,73.9,5.0,4396,52195
4428,2011,Diesel,Automatic,First,53,1995.0,190.0,5.0,15972,31689
4429,2013,Petrol,Manual,First,39,1498.0,97.7,5.0,6039,42800
4430,2017,Petrol,Automatic,First,56,998.0,67.1,5.0,6465,3417
4431,2016,Petrol,Manual,First,49,1197.0,85.8,5.0,9385,24887
4432,2016,Diesel,Automatic,First,33,1968.0,174.3,5.0,58901,29386
4433,2013,Diesel,Manual,First,39,1493.0,110.0,5.0,9887,49500
4434,2013,Diesel,Manual,Second,60,1498.0,98.6,5.0,6465,39146
4435,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,7225,27961
4436,2014,Diesel,Automatic,First,30,2755.0,174.5,7.0,26940,35108
4437,2015,Diesel,Manual,First,47,1498.0,103.2,5.0,8899,36039
4438,2011,Diesel,Automatic,First,52,1995.0,190.0,5.0,26271,32063
4439,2007,Diesel,Automatic,First,37,1995.0,181.0,5.0,14071,46105
4440,2017,Petrol,Automatic,First,30,1591.0,121.3,5.0,19395,15534
4441,2016,Diesel,Automatic,Second,51,1995.0,190.0,5.0,41072,43495
4442,2013,Diesel,Automatic,Second,34,2143.0,167.62,5.0,31945,15534
4443,2017,Diesel,Manual,First,62,1248.0,74.0,5.0,12093,13670
4444,2015,Petrol,Manual,Second,54,998.0,67.04,5.0,6845,29216
4445,2017,Diesel,Automatic,First,46,1995.0,187.74,5.0,51341,4970
4446,2010,Diesel,Automatic,First,26,4134.0,335.2,7.0,26636,45360
4447,2017,Petrol,Manual,First,42,1199.0,88.7,5.0,10344,22973
4448,2014,Petrol,Manual,First,59,624.0,37.48,4.0,2555,26149
4449,2016,Petrol,Manual,First,58,796.0,47.3,5.0,4411,37903
4450,2014,Petrol,Manual,First,52,998.0,67.04,5.0,4807,27109
4451,2014,Diesel,Manual,First,57,1120.0,71.0,5.0,5932,37282
4452,2010,Petrol,Manual,Second,41,1199.0,76.8,5.0,2966,33554
4453,2015,Diesel,Automatic,First,38,2179.0,187.7,5.0,40342,16777
4454,2010,Diesel,Automatic,First,43,1968.0,167.7,5.0,13690,32311
4455,2012,Diesel,Manual,First,50,1396.0,88.76,5.0,6845,49709
4456,2008,Diesel,Manual,First,24,2835.0,107.2,6.0,13310,99419
4457,2018,Diesel,Automatic,First,57,1248.0,88.5,5.0,17494,2050
4458,2016,Petrol,Manual,First,56,998.0,67.1,5.0,4563,21764
4459,2015,Petrol,Manual,First,49,814.0,55.2,5.0,5765,16508
4460,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,9127,36660
4461,2016,Diesel,Manual,First,46,1582.0,126.2,5.0,20156,31689
4462,2012,Diesel,Automatic,First,40,1968.0,138.1,5.0,12169,35045
4463,2015,Diesel,Manual,First,47,1498.0,88.8,5.0,8823,49709
4464,2013,Diesel,Manual,Second,30,2494.0,100.6,7.0,20536,66486
4465,2014,Diesel,Automatic,First,33,2143.0,203.0,5.0,38030,62137
4466,2016,Diesel,Manual,First,47,1498.0,88.8,5.0,8351,37281
4467,2013,Diesel,Automatic,First,40,1968.0,150.0,5.0,28903,65243
4468,2011,Petrol,Manual,First,43,1197.0,80.0,5.0,3803,22369
4469,2015,Petrol,Manual,Second,46,1086.0,68.05,5.0,4563,15130
4470,2018,Diesel,Manual,First,58,1047.0,69.0,5.0,10100,18002
4471,2017,Petrol,Manual,First,49,814.0,55.2,5.0,4883,5121
4472,2009,Petrol,Manual,Second,42,1086.0,62.1,5.0,2357,84905
4473,2011,Petrol,Manual,First,42,1086.0,62.1,5.0,3939,37282
4474,2008,Diesel,Manual,Second,29,2609.0,120.0,8.0,6084,62137
4475,2010,Petrol,Manual,First,40,1497.0,117.3,5.0,5887,30253
4476,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,14831,27961
4477,2019,Diesel,Automatic,First,40,1968.0,174.33,5.0,50063,23713
4478,2011,Diesel,Automatic,Second,33,2143.0,203.0,5.0,25480,27216
4479,2007,Petrol,Manual,First,31,1799.0,130.0,5.0,2890,57166
4480,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10024,8738
4481,2017,Diesel,Automatic,First,36,1968.0,174.33,5.0,48572,26325
4482,2014,Diesel,Manual,First,59,1498.0,98.6,5.0,11028,47566
4483,2008,Petrol,Manual,First,46,1086.0,68.05,5.0,2890,45156
4484,2015,Diesel,Manual,First,59,1248.0,74.0,5.0,5400,27961
4485,2012,Diesel,Automatic,First,26,2953.0,153.86,7.0,14071,56977
4486,2009,Petrol,Manual,First,32,1299.0,70.0,5.0,2510,41311
4487,2019,Diesel,Automatic,First,48,1995.0,190.0,5.0,55737,9603
4488,2011,Diesel,Automatic,Second,33,2143.0,203.0,5.0,24339,34175
4489,2019,CNG,Manual,First,35,1196.0,73.0,5.0,8184,13118
4490,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6617,38088
4491,2006,Petrol,Manual,Second,40,993.0,60.0,5.0,1825,49709
4492,2013,Petrol,Manual,Second,43,1197.0,80.0,5.0,6237,36660
4493,2009,Diesel,Automatic,First,25,2993.0,235.0,5.0,28522,93205
4494,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20962,37333
4495,2016,Diesel,Manual,First,62,1248.0,74.0,5.0,6084,53096
4496,2013,Diesel,Manual,First,53,1248.0,74.0,5.0,6586,54680
4497,2015,Diesel,Manual,First,56,1186.0,73.97,5.0,8260,50845
4498,2016,Petrol,Manual,First,42,1196.0,86.8,5.0,7453,11184
4499,2017,Diesel,Automatic,First,37,2993.0,258.0,5.0,106485,9320
4500,2016,Diesel,Automatic,First,27,2143.0,167.62,5.0,38791,21126
4501,2015,Petrol,Automatic,First,44,1197.0,82.0,5.0,7758,28583
4502,2013,Diesel,Manual,First,52,1582.0,126.32,5.0,10192,29923
4503,2013,Diesel,Automatic,First,39,2993.0,218.0,5.0,40312,57787
4504,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,5932,44121
4505,2010,Petrol,Manual,Second,36,1586.0,103.3,5.0,4107,39188
4506,2011,Diesel,Manual,First,49,1248.0,88.8,5.0,4487,43656
4507,2015,Diesel,Automatic,First,38,1968.0,140.0,5.0,34988,8077
4508,2009,Diesel,Manual,Second,41,1248.0,75.0,5.0,3787,86991
4509,2015,Diesel,Manual,First,59,1248.0,74.0,5.0,6845,80778
4510,2011,Diesel,Manual,First,50,1364.0,87.2,5.0,6845,55551
4511,2015,Diesel,Manual,First,64,1498.0,98.6,5.0,10496,41631
4512,2010,Petrol,Automatic,First,18,4395.0,450.0,4.0,31519,40593
4513,2010,Petrol,Manual,First,38,1198.0,73.9,5.0,3361,44738
4514,2011,Diesel,Automatic,Second,29,2179.0,187.74,5.0,21144,50952
4515,2010,Petrol,Manual,First,35,1596.0,101.0,5.0,2220,52816
4516,2012,Diesel,Automatic,First,44,1582.0,126.32,5.0,9127,51573
4517,2016,Petrol,Manual,First,51,999.0,67.0,5.0,4563,16155
4518,2012,Diesel,Manual,First,52,1248.0,88.8,5.0,5324,16777
4519,2018,Diesel,Manual,First,49,1396.0,88.73,5.0,11546,23454
4520,2009,Petrol,Manual,Second,35,1586.0,104.68,5.0,3027,39316
4521,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5780,15534
4522,2013,Diesel,Manual,First,27,2498.0,112.0,7.0,6084,122410
4523,2013,Petrol,Manual,Second,49,814.0,55.2,5.0,4487,27967
4524,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,5704,46819
4525,2010,Diesel,Manual,First,51,1199.0,73.9,5.0,3803,55991
4526,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,5704,63387
4527,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,33466,22369
4528,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,9340,23349
4529,2015,Diesel,Automatic,First,48,1995.0,143.0,5.0,24339,28583
4530,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,5704,28930
4531,2015,Diesel,Manual,First,30,2494.0,100.6,8.0,17874,29825
4532,2013,Diesel,Automatic,Second,38,2179.0,187.7,5.0,36509,28583
4533,2017,Petrol,Manual,First,41,1199.0,88.7,5.0,13538,9320
4534,2012,Diesel,Automatic,Third,40,1995.0,184.0,5.0,15212,52816
4535,2014,Petrol,Automatic,First,33,1598.0,103.5,5.0,8442,19883
4536,2012,Petrol,Manual,First,37,1598.0,103.5,5.0,5461,37790
4537,2019,Diesel,Manual,First,53,1498.0,98.59,5.0,16931,21864
4538,2012,Diesel,Manual,First,35,2179.0,140.0,7.0,10952,68350
4539,2014,Diesel,Manual,First,43,1388.0,67.0,5.0,4533,37903
4540,2010,Petrol,Manual,Second,42,1086.0,62.1,5.0,2586,46602
4541,2015,Diesel,Automatic,First,28,2987.0,224.0,7.0,79103,34175
4542,2003,Petrol,Manual,First,46,796.0,46.3,5.0,1445,43474
4543,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,14071,26097
4544,2014,Diesel,Automatic,First,30,2199.0,194.3,7.0,24719,29825
4545,2015,Diesel,Automatic,First,42,2143.0,136.0,5.0,31930,21747
4546,2005,Diesel,Manual,Second,30,2494.0,102.0,8.0,6465,79535
4547,2008,Diesel,Automatic,Second,37,1995.0,181.0,5.0,10952,48466
4548,2011,Petrol,Manual,First,43,1197.0,85.8,5.0,6693,32982
4549,2011,Petrol,Manual,Second,35,1598.0,103.6,5.0,6465,41010
4550,2012,Petrol,Manual,First,37,1373.0,93.7,7.0,8138,15534
4551,2016,Petrol,Automatic,Second,44,1197.0,82.0,5.0,9583,22455
4552,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,19015,27340
4553,2008,Diesel,Automatic,Second,39,2967.0,241.38,5.0,11409,31068
4554,2016,Diesel,Manual,First,37,1997.0,140.0,7.0,17113,50441
4555,2016,Petrol,Automatic,First,37,1499.0,110.4,5.0,11637,16155
4556,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,6845,62137
4557,2014,Diesel,Automatic,First,49,1498.0,103.2,5.0,11409,46602
